Code;Year;Primary energy consumption (TWh);Renewables (TWh - equivalent) ;Fossil Fuels (TWh - equivalent)
HRV;1995;8783747;16820541;7101694
HRV;1996;9424511;23282726;7096239
HRV;1997;93360695;17313646;7604705
HRV;1998;98720345;17822962;80897385
HRV;1999;10209152;21672249;8041928
HRV;2000;9655012;19084648;7746547
HRV;2001;101517715;21096254;80421455
HRV;2002;10162095;170781;8454285
HRV;2003;10632018;15828877;904913
HRV;2004;11054222;21996887;8854533
HRV;2005;10928634;20220304;8906604
HRV;2006;10794981;18917221;8903258
HRV;2007;1084557;134111185;9501379
HRV;2008;10786725;16424385;9140181
HRV;2009;10650575;2092186;85492805
HRV;2010;108262985;25821127;8244185
HRV;2011;9445342;14614415;7979889
HRV;2012;8759487;14470378;7279537
HRV;2013;9607085;253374;70367516
HRV;2014;96012085;27000017;6866936
HRV;2015;9102197;20357018;7038391
HRV;2016;94732185;22612778;72107635
HRV;2017;947834;19215992;75561066
HRV;2018;9816044;26243538;7160204
HRV;2019;95813194;2248074;72604904
HRV;2020;9137847;23000038;6761569
HRV;2021;99400276;2810238;7047919
CUB;1980;13339447;\N;\N
CUB;1981;13557217;\N;\N
CUB;1982;14674556;\N;\N
CUB;1983;13508047;\N;\N
CUB;1984;13996504;\N;\N
CUB;1985;14230908;\N;\N
CUB;1986;14604724;\N;\N
CUB;1987;14385564;\N;\N
CUB;1988;14593317;\N;\N
CUB;1989;14881274;\N;\N
CUB;1990;1457028;\N;\N
CUB;1991;1355805;\N;\N
CUB;1992;1206413;\N;\N
CUB;1993;11790354;\N;\N
CUB;1994;119187996;\N;\N
CUB;1995;121512535;\N;\N
CUB;1996;12530463;\N;\N
CUB;1997;13790054;\N;\N
CUB;1998;1311834;\N;\N
CUB;1999;11350219;\N;\N
CUB;2000;10976964;\N;\N
CUB;2001;101090324;\N;\N
CUB;2002;10229986;\N;\N
CUB;2003;10383843;\N;\N
CUB;2004;10513595;\N;\N
CUB;2005;103454636;\N;\N
CUB;2006;10083606;\N;\N
CUB;2007;10184165;\N;\N
CUB;2008;11649852;\N;\N
CUB;2009;11737301;\N;\N
CUB;2010;13337254;\N;\N
CUB;2011;11980139;\N;\N
CUB;2012;13035101;\N;\N
CUB;2013;12501991;\N;\N
CUB;2014;12735664;\N;\N
CUB;2015;12764915;\N;\N
CUB;2016;9953172;\N;\N
CUB;2017;10604335;\N;\N
CUB;2018;11120178;\N;\N
CUB;2019;10889599;\N;\N
CYP;1965;46802506;0;468025
CYP;1966;53386326;0;5338632
CYP;1967;5787255;0;57872543
CYP;1968;6427252;0;64272513
CYP;1969;75897937;0;75897937
CYP;1970;8004829;0;8004829
CYP;1971;9548514;0;9548513
CYP;1972;10737024;0;10737023
CYP;1973;1151917;0;1151917
CYP;1974;10213084;0;10213084
CYP;1975;853023;0;853023
CYP;1976;8673059;0;8673059
CYP;1977;9796984;0;9796984
CYP;1978;10044485;0;10044485
CYP;1979;10192833;0;10192833
CYP;1980;10278665;0;10278665
CYP;1981;9856194;0;9856194
CYP;1982;11813792;0;11813791
CYP;1983;12430679;0;12430679
CYP;1984;12612489;0;12612489
CYP;1985;1356538;0;13565379
CYP;1986;14143438;0;14143438
CYP;1987;17280825;0;17280825
CYP;1988;17845005;0;17845005
CYP;1989;18312033;0;1831203
CYP;1990;19274536;0;19274536
CYP;1991;19512157;0;19512156
CYP;1992;2279668;0;22796679
CYP;1993;23690178;0;23690178
CYP;1994;2373236;0;23732359
CYP;1995;25230673;0;2523067
CYP;1996;25604818;0;25604818
CYP;1997;25851624;0;25851622
CYP;1998;27446606;0;27446606
CYP;1999;28880678;0;28880678
CYP;2000;30261105;0;30261105
CYP;2001;30609653;0;30609652
CYP;2002;30185936;0;30185936
CYP;2003;320883;0;320883
CYP;2004;31228363;0.002175;31226189
CYP;2005;34992786;0.002636111;34990147
CYP;2006;3441193;0.004366667;34407574
CYP;2007;34986603;0.010366667;34965965
CYP;2008;3585529;0.047723055;35643105
CYP;2009;35003563;0.09835055;34730488
CYP;2010;34056034;0.21718694;3367439
CYP;2011;3372514;0.51358527;33026558
CYP;2012;31604967;0.7271908;3069276
CYP;2013;28278454;0.91408414;27189632
CYP;2014;28294395;0.88589;27295439
CYP;2015;29184475;11020997;27969318
CYP;2016;31736938;11636277;30470535
CYP;2017;32595688;11857218;3131027
CYP;2018;32462143;12551553;31102974
CYP;2019;324935;13890892;30979517
CYP;2020;28281317;16012828;26392038
CYP;2021;29798855;\N;\N
CZE;1965;46877817;65993996;46217874
CZE;1966;47228452;62204237;46606412
CZE;1967;46494016;56062226;4593339
CZE;1968;48489218;43386154;48055356
CZE;1969;505533;35414598;50199152
CZE;1970;5268715;50573616;52181415
CZE;1971;5537012;3572043;5501291
CZE;1972;5568454;37376344;5531077
CZE;1973;5601646;3196505;5569681
CZE;1974;56617145;5378763;56079266
CZE;1975;58929956;5363979;5839356
CZE;1976;6057287;42758064;6014528
CZE;1977;6256485;58163977;61983203
CZE;1978;6344026;541129;6289913
CZE;1979;6411094;67803764;634329
CZE;1980;62083575;7093817;6137419
CZE;1981;6162253;6094354;61013086
CZE;1982;6090046;4938172;60406635
CZE;1983;6099775;4893817;6045162
CZE;1984;6303021;3838172;62294824
CZE;1985;6315098;4941129;61976715
CZE;1986;63855334;55473123;61555817
CZE;1987;6532551;72889786;6156018
CZE;1988;6561136;62067204;6163788
CZE;1989;63600006;4858333;59590546
CZE;1990;546744;34330645;50760083
CZE;1991;49763907;32201612;45999417
CZE;1992;4829794;41456985;44405426
CZE;1993;4791208;47535954;43849524
CZE;1994;4664767;5303595;4242693
CZE;1995;48621396;7212735;44411426
CZE;1996;50292194;67544355;45945032
CZE;1997;48231992;6600874;43989252
CZE;1998;4682701;6001781;42446793
CZE;1999;44900696;7150974;40344437
CZE;2000;47447888;6848757;42837277
CZE;2001;48524454;7675598;4354642
CZE;2002;48672525;88553505;4246539
CZE;2003;5145483;5586357;43625784
CZE;2004;5274011;77012916;44654657
CZE;2005;5193657;8945338;442445
CZE;2006;5294381;10311322;44779843
CZE;2007;5236515;10028446;44239252
CZE;2008;5136425;11061893;42970972
CZE;2009;49285428;13781678;4038886
CZE;2010;5135969;17233572;41910333
CZE;2011;50227646;21460672;40246118
CZE;2012;49975732;23951675;39282156
CZE;2013;49044128;27484964;37932996
CZE;2014;47991577;27093336;3703104
CZE;2015;4707039;27767729;3701322
CZE;2016;4643044;2760647;37127948
CZE;2017;48547775;28233307;3812269
CZE;2018;48393326;27514072;3768691
CZE;2019;47786542;29222485;36818353
CZE;2020;4420959;2958085;33247488
CZE;2021;46601877;3028096;35437692
COD;1980;26256239;\N;\N
COD;1981;26691963;\N;\N
COD;1982;27078707;\N;\N
COD;1983;28170776;\N;\N
COD;1984;2803666;\N;\N
COD;1985;2849273;\N;\N
COD;1986;30109146;\N;\N
COD;1987;28672836;\N;\N
COD;1988;31449997;\N;\N
COD;1989;32583557;\N;\N
COD;1990;31185865;\N;\N
COD;1991;28943817;\N;\N
COD;1992;3192786;\N;\N
COD;1993;30711498;\N;\N
COD;1994;26885944;\N;\N
COD;1995;29410696;\N;\N
COD;1996;30089281;\N;\N
COD;1997;27072277;\N;\N
COD;1998;25523737;\N;\N
COD;1999;27725248;\N;\N
COD;2000;21329906;\N;\N
COD;2001;20976192;\N;\N
COD;2002;21559868;\N;\N
COD;2003;22436525;\N;\N
COD;2004;254304;\N;\N
COD;2005;2759236;\N;\N
COD;2006;2911296;\N;\N
COD;2007;2999664;\N;\N
COD;2008;28387693;\N;\N
COD;2009;27774822;\N;\N
COD;2010;30718761;\N;\N
COD;2011;33242714;\N;\N
COD;2012;32759983;\N;\N
COD;2013;3958359;\N;\N
COD;2014;4741185;\N;\N
COD;2015;36575783;\N;\N
COD;2016;33730957;\N;\N
COD;2017;366397;\N;\N
COD;2018;38711075;\N;\N
COD;2019;3489519;\N;\N
DNK;1965;16620827;0.07392472;16613434
DNK;1966;1890594;0.07688166;18898251
DNK;1967;19012347;0.07392472;19004955
DNK;1968;19866685;0.062096667;19860477
DNK;1969;2280466;0.06505389;22798154
DNK;1970;24298943;0.07096777;24291844
DNK;1971;22963516;0.07096777;2295642
DNK;1972;24234227;0.07096777;2422713
DNK;1973;23446956;0.07096777;23439859
DNK;1974;2133139;0.07096777;21324292
DNK;1975;21023947;0.062096667;21017737
DNK;1976;23144318;0.056182776;231387
DNK;1977;23618927;0.07688166;23611238
DNK;1978;23961859;0.08869973;23952988
DNK;1979;23913863;0.10350277;23903513
DNK;1980;2329609;0.13188165;23282901
DNK;1981;20924738;0.13602139;20911133
DNK;1982;19999437;0.14430083;19985007
DNK;1983;19011359;0.28453636;18982906
DNK;1984;1932927;0.29281583;19299988
DNK;1985;21781572;0.35473108;21746097
DNK;1986;2226435;0.61877024;22202472
DNK;1987;21464073;0.79558474;21384514
DNK;1988;21230624;12149194;21109132
DNK;1989;19581453;1736707;19407782
DNK;1990;20196101;2557809;19940321
DNK;1991;23285371;3396808;2294569
DNK;1992;2181368;44518747;2136849
DNK;1993;23130374;546336;22584038
DNK;1994;24805592;5288903;24276701
DNK;1995;24361967;5635707;23798395
DNK;1996;28988892;63419766;28354694
DNK;1997;26299796;8891657;2541063
DNK;1998;25369133;118620205;24182932
DNK;1999;24604889;13259738;23278914
DNK;2000;2365194;16782646;21973676
DNK;2001;23721649;17559988;21965651
DNK;2002;23675545;20330086;21642538
DNK;2003;25523256;2415215;23108041
DNK;2004;24165175;28343626;21330814
DNK;2005;23334503;29142092;20420296
DNK;2006;25683554;27252405;22953809
DNK;2007;24372012;30276228;21337663
DNK;2008;2345999;29572723;20495688
DNK;2009;22081181;29430616;19127023
DNK;2010;2326667;36414837;19593016
DNK;2011;21997386;41017845;17745694
DNK;2012;2039011;4268476;15874115
DNK;2013;21298372;4553224;16495786
DNK;2014;20629282;50817566;15288184
DNK;2015;19934435;53145096;14362872
DNK;2016;20116647;517269;14685052
DNK;2017;20239526;6132803;13844733
DNK;2018;19943407;58143776;13869948
DNK;2019;19559312;6414605;1287186
DNK;2020;17423932;6494327;10633293
DNK;2021;1865445;7321793;11018369
DJI;1980;63453336;\N;\N
DJI;1981;50623975;\N;\N
DJI;1982;50623975;\N;\N
DJI;1983;3796798;\N;\N
DJI;1984;31726668;\N;\N
DJI;1985;31639986;\N;\N
DJI;1986;28475986;\N;\N
DJI;1987;29096417;\N;\N
DJI;1988;28501763;\N;\N
DJI;1989;6698371;\N;\N
DJI;1990;68819866;\N;\N
DJI;1991;68819866;\N;\N
DJI;1992;6968278;\N;\N
DJI;1993;7011282;\N;\N
DJI;1994;72014976;\N;\N
DJI;1995;7134245;\N;\N
DJI;1996;7153791;\N;\N
DJI;1997;72014976;\N;\N
DJI;1998;72014976;\N;\N
DJI;1999;72014976;\N;\N
DJI;2000;3533749;\N;\N
DJI;2001;3520617;\N;\N
DJI;2002;3530918;\N;\N
DJI;2003;36626916;\N;\N
DJI;2004;3562442;\N;\N
DJI;2005;3368781;\N;\N
DJI;2006;31481004;\N;\N
DJI;2007;32768269;\N;\N
DJI;2008;36643205;\N;\N
DJI;2009;31819425;\N;\N
DJI;2010;36236532;\N;\N
DJI;2011;2737275;\N;\N
DJI;2012;3611889;\N;\N
DJI;2013;37283626;\N;\N
DJI;2014;37933435;\N;\N
DJI;2015;33354042;\N;\N
DJI;2016;30395684;\N;\N
DJI;2017;26501386;\N;\N
DJI;2018;278675;\N;\N
DJI;2019;25296156;\N;\N
DMA;1980;0.147489;\N;\N
DMA;1981;0.21027634;\N;\N
DMA;1982;0.20721552;\N;\N
DMA;1983;0.22588833;\N;\N
DMA;1984;0.22908838;\N;\N
DMA;1985;0.22250561;\N;\N
DMA;1986;0.18727227;\N;\N
DMA;1987;0.24641474;\N;\N
DMA;1988;0.26273388;\N;\N
DMA;1989;0.26275843;\N;\N
DMA;1990;0.26261777;\N;\N
DMA;1991;0.26277718;\N;\N
DMA;1992;0.26281828;\N;\N
DMA;1993;0.26218167;\N;\N
DMA;1994;0.33427587;\N;\N
DMA;1995;0.4152805;\N;\N
DMA;1996;0.41641688;\N;\N
DMA;1997;0.41789886;\N;\N
DMA;1998;0.43872422;\N;\N
DMA;1999;0.45394576;\N;\N
DMA;2000;0.52928126;\N;\N
DMA;2001;0.5666481;\N;\N
DMA;2002;0.53400254;\N;\N
DMA;2003;0.59574175;\N;\N
DMA;2004;0.70577675;\N;\N
DMA;2005;0.6763227;\N;\N
DMA;2006;0.6744093;\N;\N
DMA;2007;0.8147957;\N;\N
DMA;2008;0.7335805;\N;\N
DMA;2009;0.7449144;\N;\N
DMA;2010;0.7790641;\N;\N
DMA;2011;0.7892449;\N;\N
DMA;2012;0.75943184;\N;\N
DMA;2013;0.7586231;\N;\N
DMA;2014;0.78279257;\N;\N
DMA;2015;0.8130677;\N;\N
DMA;2016;0.850164;\N;\N
DMA;2017;0.79398596;\N;\N
DMA;2018;0.8187616;\N;\N
DMA;2019;0.78946286;\N;\N
DOM;1980;25281343;\N;\N
DOM;1981;25344124;\N;\N
DOM;1982;264088;\N;\N
DOM;1983;31466368;\N;\N
DOM;1984;27199347;\N;\N
DOM;1985;29139956;\N;\N
DOM;1986;3182706;\N;\N
DOM;1987;34960423;\N;\N
DOM;1988;3874327;\N;\N
DOM;1989;3768527;\N;\N
DOM;1990;4065883;\N;\N
DOM;1991;3930068;\N;\N
DOM;1992;4202656;\N;\N
DOM;1993;39410534;\N;\N
DOM;1994;42874413;\N;\N
DOM;1995;46278965;\N;\N
DOM;1996;50296066;\N;\N
DOM;1997;53197384;\N;\N
DOM;1998;5506584;\N;\N
DOM;1999;62541843;\N;\N
DOM;2000;86100494;\N;\N
DOM;2001;8369198;\N;\N
DOM;2002;8839267;\N;\N
DOM;2003;8110527;\N;\N
DOM;2004;7559626;\N;\N
DOM;2005;8288603;\N;\N
DOM;2006;8278878;\N;\N
DOM;2007;85132225;\N;\N
DOM;2008;8461931;\N;\N
DOM;2009;83609795;\N;\N
DOM;2010;8779959;\N;\N
DOM;2011;8639796;\N;\N
DOM;2012;9589783;\N;\N
DOM;2013;9143549;\N;\N
DOM;2014;87788315;\N;\N
DOM;2015;9734283;\N;\N
DOM;2016;10354014;\N;\N
DOM;2017;10212164;\N;\N
DOM;2018;11290603;\N;\N
DOM;2019;12279605;\N;\N
ECU;1965;8656928;0.7362903;79206376
ECU;1966;9112492;0.84274197;826975
ECU;1967;985964;0.9284947;8931146
ECU;1968;11642035;0.9698925;10672142
ECU;1969;12369395;10763441;11293051
ECU;1970;147730255;11975806;13575444
ECU;1971;16231356;13010752;14930279
ECU;1972;1695922;13158602;15643361
ECU;1973;18151958;12862902;16865667
ECU;1974;2118778;14784948;19709286
ECU;1975;21458302;18569891;19601313
ECU;1976;23624739;17889786;21835758
ECU;1977;28093426;\N;26443424
ECU;1978;2938396;23389785;27044981
ECU;1979;3059804;20965052;28501534
ECU;1980;38818127;25784945;3623963
ECU;1981;43055058;23034947;4075156
ECU;1982;4731239;2646505;44665882
ECU;1983;46338787;5088979;41249805
ECU;1984;51570744;9559946;4201079
ECU;1985;60968285;9695968;51272316
ECU;1986;63905838;118634405;52042393
ECU;1987;6586541;1351344;52351967
ECU;1988;7607125;1427043;61800816
ECU;1989;7844754;14648925;63798615
ECU;1990;809821;14745582;6623651
ECU;1991;894387;15009443;7442925
ECU;1992;889794;14706825;7427257
ECU;1993;9223142;17180513;7505091
ECU;1994;10032273;19413454;8090929
ECU;1995;948182;15259694;79558525
ECU;1996;107913506;1875741;8915608
ECU;1997;12022123;19321491;10089975
ECU;1998;12084405;19238455;1016056
ECU;1999;110230705;212215;8900921
ECU;2000;10412882;22506329;8162249
ECU;2001;10548296;20772078;8471088
ECU;2002;10410937;21962057;8214731
ECU;2003;10660742;20824099;8578332
ECU;2004;11405594;2136827;92687645
ECU;2005;12072479;20036217;10068857
ECU;2006;12768568;20750978;106934685
ECU;2007;13425255;26256138;107996414
ECU;2008;1432851;32407536;110877556
ECU;2009;13980511;2646405;113341064
ECU;2010;15519423;24732502;13043175
ECU;2011;1646443;31609797;13301184
ECU;2012;17393343;3450854;1393939
ECU;2013;17950916;31194136;14828406
ECU;2014;18856316;3257644;15593242
ECU;2015;18804614;369327;15102039
ECU;2016;18740384;44279827;14299207
ECU;2017;19456644;5513207;13920068
ECU;2018;20589235;563876;14929913
ECU;2019;21130681;671301;14390799
ECU;2020;18234662;65710014;116277374
ECU;2021;21173073;6850378;14279166
EGY;1965;9167501;51227026;8655231
EGY;1966;96462746;5397133;9106561
EGY;1967;8258481;58153124;7676949
EGY;1968;89117584;8873252;8024432
EGY;1969;7337517;1180051;61574657
EGY;1970;9143163;13865273;7756635
EGY;1971;9399039;14923791;7906659
EGY;1972;10429001;15263562;8902644
EGY;1973;9857274;15237425;83335304
EGY;1974;112037315;18086275;9395104
EGY;1975;12428822;20085697;10420252
EGY;1976;14862404;2366636;12495768
EGY;1977;16127144;267243;13454713
EGY;1978;1703538;29364061;14098973
EGY;1979;18608171;28410088;1576716
EGY;1980;21166222;28985086;18267712
EGY;1981;24109534;3020042;21089493
EGY;1982;26899863;31023712;2379749
EGY;1983;29081244;2902429;26178815
EGY;1984;31711234;2847543;2886369
EGY;1985;32884946;27050537;3017989
EGY;1986;33631656;26530107;30978644
EGY;1987;35663022;26522715;33010748
EGY;1988;3618768;26107258;3357696
EGY;1989;38146774;28052956;35341476
EGY;1990;39132346;29430912;36189252
EGY;1991;39643268;29321505;36711115
EGY;1992;39262604;28978495;36364752
EGY;1993;39291284;29843414;3630694
EGY;1994;4132275;3172258;38150494
EGY;1995;43782062;33094624;40472595
EGY;1996;4612768;3395806;42731876
EGY;1997;4805004;3480672;4456936
EGY;1998;50030728;35792873;4645144
EGY;1999;5368888;39778896;49710986
EGY;2000;56853345;42162823;5263706
EGY;2001;59331384;42872314;5504415
EGY;2002;61024384;414708;568773
EGY;2003;64599164;3835703;6076346
EGY;2004;68205383;384313;64362256
EGY;2005;6994166;3766852;66174805
EGY;2006;73664435;38101555;6985427
EGY;2007;7845794;4207821;74250116
EGY;2008;83183813;45037685;7868004
EGY;2009;8616713;4136535;82030597
EGY;2010;89511176;3993737;8551744
EGY;2011;93807916;40633312;8974458
EGY;2012;9752155;4076683;9344486
EGY;2013;9681441;40441166;92770294
EGY;2014;9558868;39971863;91591486
EGY;2015;9717204;4206435;929656
EGY;2016;10255828;4237162;9832111
EGY;2017;10659023;4125032;10246521
EGY;2018;10668585;4326544;10235931
EGY;2019;10476891;5416445;9935246
EGY;2020;9836986;6457611;9191225
EGY;2021;10539027;65664154;9882385
SLV;1980;13244202;\N;\N
SLV;1981;12026502;\N;\N
SLV;1982;12397671;\N;\N
SLV;1983;12471339;\N;\N
SLV;1984;13174323;\N;\N
SLV;1985;13406738;\N;\N
SLV;1986;14094238;\N;\N
SLV;1987;13734698;\N;\N
SLV;1988;14982298;\N;\N
SLV;1989;15159696;\N;\N
SLV;1990;15717758;\N;\N
SLV;1991;15534816;\N;\N
SLV;1992;17580929;\N;\N
SLV;1993;18218136;\N;\N
SLV;1994;1994467;\N;\N
SLV;1995;24836594;\N;\N
SLV;1996;25404926;\N;\N
SLV;1997;25216356;\N;\N
SLV;1998;28747938;\N;\N
SLV;1999;30364742;\N;\N
SLV;2000;29402664;\N;\N
SLV;2001;305312;\N;\N
SLV;2002;31272413;\N;\N
SLV;2003;3336593;\N;\N
SLV;2004;3327612;\N;\N
SLV;2005;34426746;\N;\N
SLV;2006;36386955;\N;\N
SLV;2007;37939373;\N;\N
SLV;2008;37234364;\N;\N
SLV;2009;35896305;\N;\N
SLV;2010;37190758;\N;\N
SLV;2011;3718712;\N;\N
SLV;2012;3746754;\N;\N
SLV;2013;3657591;\N;\N
SLV;2014;37353218;\N;\N
SLV;2015;3864464;\N;\N
SLV;2016;38956074;\N;\N
SLV;2017;38630817;\N;\N
SLV;2018;41654488;\N;\N
SLV;2019;45626377;\N;\N
GNQ;1980;0.24977553;\N;\N
GNQ;1981;0.24914782;\N;\N
GNQ;1982;0.3099036;\N;\N
GNQ;1983;0.3099423;\N;\N
GNQ;1984;0.3107277;\N;\N
GNQ;1985;0.3706547;\N;\N
GNQ;1986;0.3098989;\N;\N
GNQ;1987;0.32177678;\N;\N
GNQ;1988;0.32255483;\N;\N
GNQ;1989;0.5087161;\N;\N
GNQ;1990;0.5086985;\N;\N
GNQ;1991;0.50871843;\N;\N
GNQ;1992;0.5100092;\N;\N
GNQ;1993;0.508644;\N;\N
GNQ;1994;0.5086481;\N;\N
GNQ;1995;0.5086148;\N;\N
GNQ;1996;0.5100081;\N;\N
GNQ;1997;0.57389146;\N;\N
GNQ;1998;0.7906023;\N;\N
GNQ;1999;0.79063284;\N;\N
GNQ;2000;32545538;\N;\N
GNQ;2001;18517739;\N;\N
GNQ;2002;28258074;\N;\N
GNQ;2003;30617418;\N;\N
GNQ;2004;62173076;\N;\N
GNQ;2005;22617237;\N;\N
GNQ;2006;27631754;\N;\N
GNQ;2007;30564075;\N;\N
GNQ;2008;30279116;\N;\N
GNQ;2009;32082115;\N;\N
GNQ;2010;30814402;\N;\N
GNQ;2011;33128353;\N;\N
GNQ;2012;3221646;\N;\N
GNQ;2013;33239258;\N;\N
GNQ;2014;31289293;\N;\N
GNQ;2015;28201214;\N;\N
GNQ;2016;27854027;\N;\N
GNQ;2017;27372856;\N;\N
GNQ;2018;24830812;\N;\N
GNQ;2019;22888838;\N;\N
ERI;1994;38837407;\N;\N
ERI;1995;44491568;\N;\N
ERI;1996;45475116;\N;\N
ERI;1997;45973806;\N;\N
ERI;1998;48820777;\N;\N
ERI;1999;506736;\N;\N
ERI;2000;25992396;\N;\N
ERI;2001;28474114;\N;\N
ERI;2002;25962582;\N;\N
ERI;2003;31118126;\N;\N
ERI;2004;33888624;\N;\N
ERI;2005;33910127;\N;\N
ERI;2006;23323069;\N;\N
ERI;2007;23950188;\N;\N
ERI;2008;17113456;\N;\N
ERI;2009;20677683;\N;\N
ERI;2010;20614183;\N;\N
ERI;2011;20992465;\N;\N
ERI;2012;22309706;\N;\N
ERI;2013;2274948;\N;\N
ERI;2014;23757985;\N;\N
ERI;2015;23560054;\N;\N
ERI;2016;23981795;\N;\N
ERI;2017;26572871;\N;\N
ERI;2018;30453465;\N;\N
ERI;2019;33052695;\N;\N
EST;1985;118452614;0;118452614
EST;1986;11788285;0;11788285
EST;1987;11966635;0;11966634
EST;1988;117632866;0;117632866
EST;1989;12122506;0;12122505
EST;1990;1275705;0;1275705
EST;1991;116732086;0;116732086
EST;1992;81387985;0;8138799
EST;1993;6758693;0;6758692
EST;1994;685388;0;685388
EST;1995;62165733;0.019166667;62146576
EST;1996;66012535;0.015972221;65996574
EST;1997;6502756;0.025527777;65002014
EST;1998;5833113;0.03830639;58292824
EST;1999;5373378;0.05013972;53683647
EST;2000;55352886;0.056276385;55296604
EST;2001;57806507;0.055669725;57750828
EST;2002;57607048;0.107772775;57499256
EST;2003;62824684;0.13839333;6268629
EST;2004;6410093;0.1842436;63916676
EST;2005;64467606;0.32267582;6414318
EST;2006;6368264;0.3782439;63291786
EST;2007;7375528;0.43444082;7331503
EST;2008;6785399;0.57372326;6723302
EST;2009;58717308;16365783;57060886
EST;2010;73148674;32126691;69847244
EST;2011;7296339;35979934;6931334
EST;2012;7348276;450138;6893671
EST;2013;77368454;36456125;736856
EST;2014;7397814;4079248;69839325
EST;2015;6841592;45010705;63885067
EST;2016;7055708;4534874;65999886
EST;2017;78259476;53453817;7288536
EST;2018;7764769;58292317;7161902
EST;2019;6255846;6201414;56056152
EST;2020;58714207;830123;49991375
EST;2021;6587909;9437209;56015583
SWZ;1980;27880542;\N;\N
SWZ;1981;27135968;\N;\N
SWZ;1982;23925116;\N;\N
SWZ;1983;20910292;\N;\N
SWZ;1984;2447268;\N;\N
SWZ;1985;30766537;\N;\N
SWZ;1986;29571452;\N;\N
SWZ;1987;32761543;\N;\N
SWZ;1988;33113673;\N;\N
SWZ;1989;35549152;\N;\N
SWZ;1990;34487298;\N;\N
SWZ;1991;35279212;\N;\N
SWZ;1992;34545345;\N;\N
SWZ;1993;34426267;\N;\N
SWZ;1994;44576893;\N;\N
SWZ;1995;4364791;\N;\N
SWZ;1996;41733484;\N;\N
SWZ;1997;4289431;\N;\N
SWZ;1998;53096805;\N;\N
SWZ;1999;54118285;\N;\N
SWZ;2000;62694864;\N;\N
SWZ;2001;6323241;\N;\N
SWZ;2002;65148754;\N;\N
SWZ;2003;5991857;\N;\N
SWZ;2004;58219347;\N;\N
SWZ;2005;6032281;\N;\N
SWZ;2006;59534936;\N;\N
SWZ;2007;6260195;\N;\N
SWZ;2008;623736;\N;\N
SWZ;2009;6039186;\N;\N
SWZ;2010;57642684;\N;\N
SWZ;2011;5780834;\N;\N
SWZ;2012;5843994;\N;\N
SWZ;2013;5464588;\N;\N
SWZ;2014;5836216;\N;\N
SWZ;2015;59122195;\N;\N
SWZ;2016;60754046;\N;\N
SWZ;2017;6221876;\N;\N
SWZ;2018;67263365;\N;\N
SWZ;2019;6519554;\N;\N
ETH;1980;8831875;\N;\N
ETH;1981;890953;\N;\N
ETH;1982;9744574;\N;\N
ETH;1983;11135363;\N;\N
ETH;1984;11329577;\N;\N
ETH;1985;13344599;\N;\N
ETH;1986;13079482;\N;\N
ETH;1987;14696903;\N;\N
ETH;1988;14425016;\N;\N
ETH;1989;1516843;\N;\N
ETH;1990;15476386;\N;\N
ETH;1991;13417995;\N;\N
ETH;1992;1805062;\N;\N
ETH;1993;17270784;\N;\N
ETH;1994;12937038;\N;\N
ETH;1995;13879298;\N;\N
ETH;1996;11653441;\N;\N
ETH;1997;11742957;\N;\N
ETH;1998;15273036;\N;\N
ETH;1999;18113241;\N;\N
ETH;2000;19304592;\N;\N
ETH;2001;2101949;\N;\N
ETH;2002;21595362;\N;\N
ETH;2003;23357014;\N;\N
ETH;2004;24974146;\N;\N
ETH;2005;28678482;\N;\N
ETH;2006;31471079;\N;\N
ETH;2007;34836338;\N;\N
ETH;2008;36469288;\N;\N
ETH;2009;37707485;\N;\N
ETH;2010;41786682;\N;\N
ETH;2011;4721692;\N;\N
ETH;2012;5259711;\N;\N
ETH;2013;61418804;\N;\N
ETH;2014;6958626;\N;\N
ETH;2015;7331639;\N;\N
ETH;2016;8499689;\N;\N
ETH;2017;86028404;\N;\N
ETH;2018;9023794;\N;\N
ETH;2019;105760735;\N;\N
FRO;1980;0.14917675;\N;\N
FRO;1981;0.15011017;\N;\N
FRO;1982;0.15012455;\N;\N
FRO;1983;0.15107255;\N;\N
FRO;1984;0.14992344;\N;\N
FRO;1985;23365648;\N;\N
FRO;1986;22313569;\N;\N
FRO;1987;23104243;\N;\N
FRO;1988;2430548;\N;\N
FRO;1989;26680903;\N;\N
FRO;1990;29133492;\N;\N
FRO;1991;26887143;\N;\N
FRO;1992;27098436;\N;\N
FRO;1993;26464567;\N;\N
FRO;1994;2715515;\N;\N
FRO;1995;29079008;\N;\N
FRO;1996;29069347;\N;\N
FRO;1997;29133408;\N;\N
FRO;1998;29173355;\N;\N
FRO;1999;28969169;\N;\N
FRO;2000;32114122;\N;\N
FRO;2001;35360024;\N;\N
FRO;2002;34614959;\N;\N
FRO;2003;34489763;\N;\N
FRO;2004;35427732;\N;\N
FRO;2005;34714801;\N;\N
FRO;2006;34384832;\N;\N
FRO;2007;35833201;\N;\N
FRO;2008;33153546;\N;\N
FRO;2009;30768533;\N;\N
FRO;2010;31942558;\N;\N
FRO;2011;30535889;\N;\N
FRO;2012;31182444;\N;\N
FRO;2013;33955;\N;\N
FRO;2014;31875265;\N;\N
FRO;2015;34103537;\N;\N
FRO;2016;33968182;\N;\N
FRO;2017;38224695;\N;\N
FRO;2018;39258292;\N;\N
